cn_id,split,hateSpeech,counterSpeech,cs_keywords_score,cs_keywords_frequency,sorted_cs_keywords,hs_keywords,hs_keywords_score,hs_keywords_frequency,sorted_hs_keywords,sorted_generated_cn_keywords,generated_cn_keywords
ENT1ST0001HS0107CN000034,train,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"On a brighter note, a counter-terrorism protest held by more than 10,000 Muslims advocated peace and people held posters denouncing terror.","233.333, 111.111, 111.111, 55.556000000000004, 55.556000000000004, 55.556000000000004, 55.556000000000004","1, 1, 1, 1, 1, 1, 1","counter-terrorism protest', 'posters denouncing', 'brighter note', 'terror', 'peace', 'people', 'muslims'","caption saying, insult islam, features protesters, islamophobic, signs","131.25, 62.5, 62.5, 31.25, 31.25","1, 1, 1, 1, 1","caption saying, insult islam, features protesters, islamophobic, signs",,
ENT1ST0001HS0107CN000035,train,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,Islamophobia and prejudice is making a judgement that may or may not be true of one person but then assuming it is true of all people like that .,"137.931, 72.414, 34.483000000000004, 34.483000000000004, 34.483000000000004","1, 1, 1, 1, 1","true of all people', 'judgement', 'islamophobia', 'prejudice', 'person'","caption saying, insult islam, features protesters, islamophobic, signs","131.25, 62.5, 62.5, 31.25, 31.25","1, 1, 1, 1, 1","caption saying, insult islam, features protesters, islamophobic, signs",,
ENT1ST0001HS0107CN000036,train,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Do an image search for the image used, try to find it is source. Either you can demonstrate that the image has been misappropriated or you can talk about how individuals have always used religion to justify their actions, the problem is with the individual not the religion.","80.76899999999999, 57.692, 38.461999999999996, 19.230999999999998, 19.230999999999998","1, 1, 2, 1, 1","image search', 'it is source', 'individuals', 'actions', 'religion'","caption saying, insult islam, features protesters, islamophobic, signs","131.25, 62.5, 62.5, 31.25, 31.25","1, 1, 1, 1, 1","caption saying, insult islam, features protesters, islamophobic, signs",,
ENT1ST0001HS0107CN000037,train,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"The image was photoshopped, original here. Muslims have never wanted to kill us or anyone, this image in fact demonstrates that there is no evidence for it so people have to make it up.","161.53799999999998, 53.846000000000004, 25.641, 25.641","1, 1, 1, 1","image in fact', 'evidence', 'people', 'muslims'","caption saying, insult islam, features protesters, islamophobic, signs","131.25, 62.5, 62.5, 31.25, 31.25","1, 1, 1, 1, 1","caption saying, insult islam, features protesters, islamophobic, signs",,
ENT1ST0001HS0107CN000038,train,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Even if true, how does hatred counter hatred?","375.0, 125.0","1, 1","hatred counter hatred', 'hatred'","caption saying, insult islam, features protesters, islamophobic, signs","131.25, 62.5, 62.5, 31.25, 31.25","1, 1, 1, 1, 1","caption saying, insult islam, features protesters, islamophobic, signs",,
ENT1ST0001HS0107CN000039,train,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,Islam is a religion of peace and tolerance [insert quote from Koran].,"230.769, 161.53799999999998, 153.846, 76.923, 76.923","1, 1, 1, 1, 1","insert quote', 'religion of peace', 'koran', 'tolerance', 'islam'","caption saying, insult islam, features protesters, islamophobic, signs","131.25, 62.5, 62.5, 31.25, 31.25","1, 1, 1, 1, 1","caption saying, insult islam, features protesters, islamophobic, signs",,
ENT1ST0001HS0118CN000049,train,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",You seem to have a new superpower? Ascertaining ethnicity and faith based on a person's last name?,"105.0, 100.0, 100.0, 50.0, 50.0, 50.0","1, 1, 1, 1, 1, 1","last name', 'new superpower', 'ascertaining', 'ethnicity', 'person', 'faith'","white british non-muslims, white-british, crooks, muslims, criminals, victims, non-muslim","125.0, 41.667, 41.667, 41.667, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1, 1","white british non-muslims, white-british, crooks, non-muslim, victims, criminals, muslims",,
ENT1ST0001HS0118CN000050,train,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?","They don't, but I wonder why only the crimes with 'White British Non-Muslim' victims are the ones widely circulated?","142.857, 47.619, 47.619","1, 1, 2001","white british non-muslim', 'victims', 'crimes'","white british non-muslims, white-british, crooks, muslims, criminals, victims, non-muslim","125.0, 41.667, 41.667, 41.667, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1, 1","white british non-muslims, white-british, crooks, non-muslim, victims, criminals, muslims",,
ENT1ST0001HS0118CN000051,train,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",Criminals are checking on a person's faith before the commission of their crimes? Seems a lot of bother to me.,"136.364, 45.455, 45.455, 45.455, 45.455","1, 1, 1, 1, 1","""person s faith""', 'commission', 'checking', 'crimes', 'criminals'","white british non-muslims, white-british, crooks, muslims, criminals, victims, non-muslim","125.0, 41.667, 41.667, 41.667, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1, 1","white british non-muslims, white-british, crooks, non-muslim, victims, criminals, muslims",,
ENT1ST0001HS0118CN000052,train,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?",Isn't this a 'Have You Stopped Beating Your Wife?' question.?,"58.824, 58.824","1, 1","beating', 'wife'","white british non-muslims, white-british, crooks, muslims, criminals, victims, non-muslim","125.0, 41.667, 41.667, 41.667, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1, 1","white british non-muslims, white-british, crooks, non-muslim, victims, criminals, muslims",,
ENT1ST0001HS0118CN000053,train,"These 8 crooks are all Muslims and every one of their victims is Non-Muslim, white-British. Why do these criminals only target White British Non-Muslims?","Tosh! Criminals are 'equal opportunists', targetting the elderly and vulnerable regardless of their faith or ethnicity.","100.0, 95.238, 47.619, 47.619, 47.619, 47.619, 47.619, 47.619","1, 1, 1, 1, 1, 1, 1, 1","equal opportunists', 'elderly', 'targetting', 'tosh', 'ethnicity', 'vulnerable', 'criminals', 'faith'","white british non-muslims, white-british, crooks, muslims, criminals, victims, non-muslim","125.0, 41.667, 41.667, 41.667, 41.667, 41.667, 41.667","1, 1, 1, 1, 1, 1, 1","white british non-muslims, white-british, crooks, non-muslim, victims, criminals, muslims",,
ENT1ST0001HS0122CN000054,train,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,All hatred is wrong.,"166.667, 166.667","1, 1","wrong', 'hatred'","holy books, kill infidels, moslem, hiding","133.333, 133.333, 66.667, 66.667","1, 1, 1, 1","holy books, kill infidels, moslem, hiding",,
ENT1ST0001HS0122CN000055,train,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,"No, that is misunderstanding. Actually they denounce violence.","175.0, 83.333","1, 1","misunderstanding', 'violence'","holy books, kill infidels, moslem, hiding","133.333, 133.333, 66.667, 66.667","1, 1, 1, 1","holy books, kill infidels, moslem, hiding",,
ENT1ST0001HS0122CN000056,train,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,"No, the Qur'an does not instruct killing in any part of it. Seriously, check your facts.","43.478, 43.478, 43.478","1, 1, 2001","killing', 'qur', 'facts'","holy books, kill infidels, moslem, hiding","133.333, 133.333, 66.667, 66.667","1, 1, 1, 1","holy books, kill infidels, moslem, hiding",,
ENT1ST0001HS0123CN000040,train,Muslims are the ones who invented the slave trade.,"Slavery long predated Islam, they inherited slavery and proceeded to improve conditions. Way ahead of the rest of the world.","83.333, 41.667, 41.667, 41.667","2, 1, 1, 1","slavery', 'rest', 'world', 'islam'","slave trade, muslims","222.222, 111.111","1, 1","slave trade, muslims",,
ENT1ST0001HS0123CN000041,train,Muslims are the ones who invented the slave trade.,But the British turned it into an art form to rape and pillage across the world.,"123.529, 117.647, 58.824, 58.824, 58.824","1, 1, 1, 1, 1","pillage', 'art form', 'british', 'rape', 'world'","slave trade, muslims","222.222, 111.111","1, 1","slave trade, muslims",,
ENT1ST0001HS0123CN000042,train,Muslims are the ones who invented the slave trade.,"That is inaccurate, do your research! Slave trade had been there for ages before all over the world.","100.0, 50.0, 50.0, 50.0","1, 1, 1, 1","inaccurate', 'ages', 'slave trade', 'world'","slave trade, muslims","222.222, 111.111","1, 1","slave trade, muslims",,
ENT1ST0001HS0123CN000043,train,Muslims are the ones who invented the slave trade.,Slavery has been rampant in early societies of all kinds. I am sure the Romans did not take inspiration for their slave trade directly from Muslims.,"84.0, 80.0, 80.0, 40.0, 40.0, 40.0, 40.0","1, 1, 1, 1, 1, 1, 1","early societies', 'rampant', 'inspiration', 'romans', 'slave trade', 'slavery', 'muslims'","slave trade, muslims","222.222, 111.111","1, 1","slave trade, muslims",,
ENT1ST0001HS0123CN000044,train,Muslims are the ones who invented the slave trade.,Slavery was widely dominant before Islam. Muslims actually improved the conditions of slaves and stressed the importance of compassion and kindness.,"300.0, 142.857, 100.0, 47.619, 47.619, 47.619, 47.619","1, 1, 1, 1, 1, 1, 1","importance of compassion', 'conditions of slaves', 'dominant', 'kindness', 'slavery', 'islam', 'muslims'","slave trade, muslims","222.222, 111.111","1, 1","slave trade, muslims",,
ENT1ST0001HS0123CN000045,train,Muslims are the ones who invented the slave trade.,"That is misleading! The Atlantic slave trade was mostly linked to Christians, but no one calls it Christian slave trade.","176.47099999999998, 176.47099999999998, 58.824, 58.824, 58.824, 58.824","1, 1, 1, 1, 1, 1","atlantic slave trade', 'christian slave trade', 'slave', 'trade', 'misleading', 'christians'","slave trade, muslims","222.222, 111.111","1, 1","slave trade, muslims",,
ENT1ST0001HS0123CN000046,train,Muslims are the ones who invented the slave trade.,"No, an entire faith did not invent the slave trade.","200.0, 200.0","1, 1","slave trade', 'entire faith'","slave trade, muslims","222.222, 111.111","1, 1","slave trade, muslims",,
ENT1ST0001HS0123CN000047,train,Muslims are the ones who invented the slave trade.,Non-muslims are the ones who used slavery to build the foundations of western society and relied on it to advance capitalism. What is your point?,"290.909, 181.81799999999998, 45.455, 45.455, 45.455","1, 1, 1, 1, 1","advance capitalism', 'foundations of western society', 'non-muslims', 'slavery', 'point'","slave trade, muslims","222.222, 111.111","1, 1","slave trade, muslims",,
